platform,creator_handle,tiktok_handle,tier,video_id,content_format,sound_type,published_date,follower_count,view_count,like_count,comment_count,share_count,duration_sec,watch_through_rate,watch_time_total_sec,engagement_rate,view_follower_ratio,total_engagements,modeled_spend_usd,cost_per_engagement,campaign,brand
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_006,Haul,Original,2025-02-17,48000,59933,4480,527,263,15,0.612,550184,0.10981,1.2486,5270,67.89,0.0129,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_007,Product Review,Trending,2025-01-17,48000,56181,5574,655,327,30,0.882,1486549,0.13663,1.1704,6556,48.01,0.0073,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_008,Skincare Routine,Original,2025-03-28,48000,30677,10701,1259,629,120,0.26,957122,0.2623,0.6391,12589,168.25,0.0134,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_009,Skincare Routine,Licensed,2025-02-11,48000,77063,5663,666,333,45,0.626,2170864,0.13882,1.6055,6662,76.46,0.0115,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_010,Product Review,Original,2025-02-08,48000,47861,4550,535,267,15,0.674,483874,0.11154,0.9971,5352,49.27,0.0092,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_011,GRWM,Trending,2025-03-25,48000,122110,4296,505,252,45,0.487,2676040,0.10531,2.544,5053,53.93,0.0107,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_012,Skincare Routine,Original,2025-01-25,48000,38309,4409,518,259,45,0.473,815407,0.10807,0.7981,5186,50.84,0.0098,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_013,Haul,Licensed,2025-03-11,48000,29501,4044,475,237,180,0.345,1832012,0.09914,0.6146,4756,59.0,0.0124,GlowMetric_Q1_2025,GlowMetric
TikTok,HouseOfCB,@houseofcb_beauty,Nano,tt_houseofcb_014,Trending Sound,Trending,2025-03-13,48000,60247,6592,775,387,180,0.375,4066672,0.16157,1.2551,7754,85.99,0.0111,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_000,Haul,Original,2025-02-10,890000,1022042,95984,11292,5646,60,0.5,30661260,0.12688,1.1484,112922,1668.43,0.0148,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_001,Tutorial,Licensed,2025-03-03,890000,525489,73637,8663,4331,180,0.47,44456369,0.09734,0.5904,86631,1272.37,0.0147,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_002,Trending Sound,Trending,2025-02-25,890000,1567108,78267,9207,4603,90,0.372,52466775,0.10346,1.7608,92077,1744.23,0.0189,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_003,Skincare Routine,Original,2025-03-20,890000,796412,104427,12285,6142,60,0.536,25612609,0.13804,0.8948,122854,1743.83,0.0142,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_004,Tutorial,Trending,2025-02-27,890000,652593,65588,7716,3858,180,0.382,44872294,0.0867,0.7333,77162,1440.96,0.0187,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_005,Tutorial,Licensed,2025-02-28,890000,996453,79387,9339,4669,90,0.448,40176984,0.10494,1.1196,93395,1508.65,0.0162,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_006,Tutorial,Licensed,2025-01-07,890000,783431,95160,11195,5597,90,0.468,32998113,0.12579,0.8803,111952,1974.29,0.0176,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_007,Haul,Original,2025-02-08,890000,971459,62502,7353,3676,15,0.664,9675731,0.08262,1.0915,73531,1294.82,0.0176,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_008,Trending Sound,Trending,2025-01-17,890000,648210,127258,14971,7485,15,0.814,7914644,0.16822,0.7283,149714,1915.83,0.0128,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_009,GRWM,Original,2025-03-04,890000,586538,78290,9210,4605,45,0.546,14411238,0.10349,0.659,92105,1402.53,0.0152,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_010,GRWM,Trending,2025-01-17,890000,872085,88434,10404,5202,30,0.775,20275976,0.1169,0.9799,104040,1520.5,0.0146,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_011,Skincare Routine,Original,2025-03-17,890000,528828,82231,9674,4837,120,0.349,22147316,0.1087,0.5942,96742,1637.98,0.0169,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_012,GRWM,Trending,2025-02-15,890000,608077,44890,5281,2640,90,0.35,19154425,0.05934,0.6832,52811,1120.45,0.0212,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_013,Haul,Trending,2025-03-25,890000,1077265,65747,7734,3867,45,0.59,28601385,0.08691,1.2104,77348,1349.62,0.0174,GlowMetric_Q1_2025,GlowMetric
TikTok,ShaaanXO,@shaaanxo,Micro,tt_shaaanxo_014,Skincare Routine,Original,2025-02-26,890000,831139,77692,9140,4570,60,0.458,22839699,0.1027,0.9339,91402,1875.96,0.0205,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_000,Skincare Routine,Original,2025-01-24,62000,88869,5520,649,324,90,0.401,3207282,0.10476,1.4334,6493,68.4,0.0105,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_001,Trending Sound,Trending,2025-03-20,62000,68304,8025,944,472,30,0.758,1553232,0.15229,1.1017,9441,111.22,0.0118,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_002,Product Review,Original,2025-01-03,62000,48119,5942,699,349,90,0.41,1775591,0.11276,0.7761,6990,73.98,0.0106,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_003,Product Review,Trending,2025-03-27,62000,31542,6874,808,404,60,0.505,955722,0.13044,0.5087,8086,82.96,0.0103,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_004,Skincare Routine,Original,2025-02-07,62000,43290,8933,1051,525,60,0.514,1335063,0.16952,0.6982,10509,80.36,0.0076,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_005,Tutorial,Original,2025-01-17,62000,64756,7570,890,445,15,0.623,605144,0.14365,1.0445,8905,97.26,0.0109,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_006,Duet/Stitch,Trending,2025-01-02,62000,55487,6780,797,398,45,0.657,1640473,0.12866,0.895,7975,79.45,0.01,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_007,Trending Sound,Trending,2025-01-15,62000,32060,6129,721,360,180,0.418,2412194,0.11631,0.5171,7210,68.48,0.0095,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_008,Skincare Routine,Licensed,2025-01-08,62000,97662,8776,1032,516,15,0.945,1384358,0.16653,1.5752,10324,119.83,0.0116,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_009,Duet/Stitch,Licensed,2025-01-06,62000,68648,10348,1217,608,60,0.606,2496041,0.19637,1.1072,12173,180.12,0.0148,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_010,Product Review,Trending,2025-02-14,62000,65517,10194,1199,599,90,0.345,2034302,0.19345,1.0567,11992,122.68,0.0102,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_011,Skincare Routine,Trending,2025-02-13,62000,108894,6618,778,389,120,0.349,4560480,0.12559,1.7564,7785,84.59,0.0109,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_012,Tutorial,Original,2025-03-04,62000,56654,6920,814,407,30,0.668,1135346,0.13132,0.9138,8141,92.44,0.0114,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_013,Trending Sound,Trending,2025-03-01,62000,87730,7547,887,443,60,0.627,3300402,0.14322,1.415,8877,109.57,0.0123,GlowMetric_Q1_2025,GlowMetric
TikTok,LisaHeldmann,@lisaheldmann,Nano,tt_lisaheldmann_014,GRWM,Trending,2025-03-07,62000,61041,8483,998,499,60,0.541,1981390,0.16098,0.9845,9980,143.39,0.0144,GlowMetric_Q1_2025,GlowMetric
